Id_Votacao;Data;Resultado;TipoVotacao;Projeto;SiglaProjeto;Assunto
2011030;25/05/2011 00:00;;1;MPV;MPV0517/10;MPV  N∫ 517/2010 - DVS - PSDB - ART. 20 DO PLV 
2011031;25/05/2011 00:00;;1;MPV;MPV0517/10;MPV  N∫ 517/2010 - DVS - PV-PPS - EMENDA 64 
2011032;25/05/2011 00:00;;1;MPV;MPV0517/10;MPV  N∫ 517/2010 - DVS - DEM - ART. 24 DO PLV 
2011033;08/06/2011 00:00;;2;;REQ2086/11;REQ  N∫ 2086/2011 - MO«√O 
2011036;15/06/2011 00:00;;2;MPV;MPV0527/11;MPV  N∫ 527/2011 - PROJETO DE LEI DE CONVERS√O 
2011037;28/06/2011 00:00;;1;MPV;MPV0527/11;MPV  N∫ 527/2011 - DVS - DEM - CAPÕTULO I DO PLV 
2011038;28/06/2011 00:00;;1;MPV;MPV0527/11;MPV  N∫ 527/2011 - DVS - PSDB - ß 3∫ DO ART. 8∫ DO PLV 
2011039;28/06/2011 00:00;;1;MPV;MPV0527/11;MPV  N∫ 527/2011 - DVS - PSDB - ART. 9∫ DO PLV 
2011040;28/06/2011 00:00;;1;MPV;MPV0527/11;"MPV  N∫ 527/2011 - DVS - PSDB - EXPRESS√O ""b·sico e"" ß 1∫ DO ART. 9∫ DO PLV "
2011042;05/07/2011 00:00;;1;MPV;MPV0528/11;MPV  N∫ 528/2011 - DVS - PSDB - EMENDA N∫ 3 
2011043;05/07/2011 00:00;;1;MPV;MPV0528/11;MPV  N∫ 528/2011 - DVS - DEM - EMENDA N∫ 34 
2011050;17/08/2011 00:00;;2;MPV;MPV0532/11;MPV  N∫ 532/2011 - REQUERIMENTO DE ENCERRAMENTO DA DISCUSS√O E ENCAMINHAMENTO 
2011051;17/08/2011 00:00;;1;MPV;MPV0532/11;MPV  N∫ 532/2011 - DVS - PSDB - ART. 12 DO PLV 
2011052;23/08/2011 00:00;;1;MPV;MPV0532/11;MPV  N∫ 532/2011 - DVS - DEM - ß 3∫ DO ART. 1∫ DA MP, CONSTANTE DO ART. 12 DO PLV 
2011053;23/08/2011 00:00;;1;MPV;MPV0532/11;MPV  N∫ 532/2011 - DVS - PV-PPS - INC. II DO ß 3∫ DO ART. 1∫, CONST. DO ART. 12 DO PLV 
2011054;23/08/2011 00:00;;2;;REQ2714/11;REQ  N∫ 2714/2011 - CONVOCA«√O DO MINISTRO DA CGU 
2011057;31/08/2011 00:00;;1;PL.;PL.1209/11;PL   N∫ 1209/2011 - DVS - DEM - EMENDA N∫ 28 
2011059;20/09/2011 00:00;;1;PL.;PL.1749/11;PL   N∫ 1749/2011 - SUBSTITUTIVO DA COMISS√O ESPECIAL 
2011060;21/09/2011 00:00;;1;PLP;PLP0306/08;PLP  N∫ 306/2008 - DVS - DEM - ART. 16 DA SUBEMENDA SUBSTITUTIVA GLOBAL DA CFT 
2011061;21/09/2011 00:00;;2;PL.;PL.7376/10;REQ  N∫ 1548/2011 - URG NCIA PARA APRECIA«√O DO PL N∫ 7376/2010 
2011062;05/10/2011 00:00;;1;MPV;MPV0539/11;MPV  N∫ 539/2011 - DVS - PSDB - EMENDA N∫ 8 
2011063;05/10/2011 00:00;;1;PL.;PL.3937/04;PL   N∫ 3937/2004 - DVS - PSDB - EMENDA N∫ 18 
2011065;19/10/2011 00:00;;1;MPV;MPV0541/11;MPV  N∫ 541/2011 - DVS - DEM - ART. 3∫-A DA LEI 9933/99, ART. 13 DO PLV 
2011066;26/10/2011 00:00;;1;MPV;MPV0540/11;MPV  N∫ 540/2011 - DVS - PPS - ART. 46 DO PLV 
2011073;09/11/2011 00:00;;2;PEC;PEC0061/11;PEC  N∫ 61/2011 - PT - DESTAQUE DE PREFER NCIA PARA VOTA«√O DA PEC N∫ 61/2011 
2011075;09/11/2011 00:00;;1;PEC;PEC0061/11;PEC  N∫ 61/2011 - PROPOSTA DE EMENDA ¿ CONSTITUI«√O 
